uniqueID,TP.units,TP.value,TN.units,TN.value,PO4.units,PO4.value,NO3NO2.units,NO3NO2.value,DOC.units,DOC.value,DO.units,DO.value,NH3.units,NH3.value
V100014612,,,,,mg/L,0.008,mg/L,0.058,mg/L,9.5,,,mg/L,0.061
V100014613,,,,,mg/L,0.001,mg/L,0.241,mg/L,10.1,,,mg/L,0.119
V100014614,,,,,mg/L,0.006,mg/L,0.06,mg/L,10.3,,,mg/L,0.102
V100014615,,,,,mg/L,0.005,mg/L,0.131,mg/L,9.7,,,mg/L,0.023
V100014616,,,,,mg/L,0.013,mg/L,0.106,mg/L,10.4,,,mg/L,0.051
V100014617,mg/L,5.00E-05,mg/L,9.00E-04,,,mg/L,0.00052,,,mg/L,6.9775,mg/L,0.00015
V100014630,mg/L,0.32,mg/L,3.33,,,,,,,mg/L,5.28,,
V100014631,mg/L,0.15,mg/L,0.5,,,,,,,mg/L,6.81,,
V100014632,mg/L,0.14,mg/L,2.41,,,,,,,mg/L,9.98,,
V100014633,mg/L,0.35,mg/L,1.4,,,,,,,mg/L,6.36,,
V100014634,mg/L,0.24,mg/L,4.25,,,,,,,mg/L,11.91,,
V100014635,mg/L,0.4,mg/L,3.6,,,,,,,mg/L,11.52,,
V100014636,mg/L,0.64,mg/L,3.77,,,,,,,mg/L,8.14,,
V100014637,mg/L,0.27,mg/L,3.42,,,,,,,mg/L,7.34,,
V100014638,mg/L,0.05,mg/L,1.42,,,,,,,mg/L,11.09,,
V100014639,mg/L,0.04,mg/L,0.7,,,,,,,mg/L,6.27,,
V100014643,mg/L,0.22,,,,,,,,,mg/L,8.78,,
V100014644,mg/L,0.3475,,,,,,,,,mg/L,8.34,,
V100014645,mg/L,0.235,,,,,,,,,mg/L,8.92,,
V100014646,mg/L,0.1675,,,,,,,,,mg/L,10.575,,
V100014647,mg/L,0.225,,,,,,,,,mg/L,9.07,,
V100014648,mg/L,0.1775,,,,,,,,,mg/L,9.5,,
V100014783,mg/L,0.1012,,,,,mg/L,0.02196,,,,,mg/L,0.00249
V100014784,mg/L,0.05671,,,,,mg/L,0.01582,,,,,mg/L,0.00131
V100014785,mg/L,0.06554,,,,,mg/L,0.02126,,,,,mg/L,0.00132
V100014786,mg/L,0.06642,,,,,mg/L,0.02235,,,,,mg/L,0.00136
V100014787,mg/L,0.04225,,,,,mg/L,0.02109,,,,,mg/L,0.0015
V100014791,mg/L,0.27,mg/L,0.6,,,,,,,,,,
V100014792,mg/L,0.07,mg/L,0.7,,,,,,,,,,
V100014793,mg/L,0.09,mg/L,1.45,,,,,,,,,,
V100014794,mg/L,0.1,mg/L,1.85,,,,,,,,,,
V100014795,mg/L,0.32,mg/L,2.5,,,,,,,,,,
V100014796,mg/L,0.47,mg/L,3.3,,,,,,,,,,
V100014797,mg/L,0.14,mg/L,1.8,,,,,,,,,,
V100014798,mg/L,0.1,mg/L,5.6,,,,,,,,,,
V100014799,mg/L,0.11,mg/L,1.9,,,,,,,,,,
V100014800,mg/L,0.11,mg/L,2.35,,,,,,,,,,
V100014801,mg/L,0.12,mg/L,2.3,,,,,,,,,,
V100014802,mg/L,0.11,mg/L,3.2,,,,,,,,,,
V100014803,mg/L,0.01571,,,,,,,,,,,,
V100014804,mg/L,0.03569,,,,,,,,,,,,
V100014805,mg/L,0.0142,,,,,,,,,,,,
V100014806,mg/L,0.11793,,,,,,,,,,,,
V100014807,mg/L,0.0215,,,,,,,,,mg/L,9.3,,
V100014808,mg/L,0.575,,,mg/L,0.125,mg/L,0.5,,,mg/L,5.14,,
V100014809,mg/L,0.76,,,mg/L,0.095,mg/L,0.98,,,mg/L,3.55,,
V100014810,mg/L,0.905,,,mg/L,0.1,mg/L,0.905,,,mg/L,4.69,,
V100014811,mg/L,0.88,,,mg/L,0.06,mg/L,1.22,,,mg/L,5.98,,
V100014812,mg/L,1.3,,,mg/L,0.39,mg/L,0.7,,,mg/L,7.25,,
V100014813,mg/L,0.453,,,,,,,,,,,,
V100014814,mg/L,0.044,,,,,,,,,,,,
V100014815,mg/L,0.043,,,,,,,,,,,,
V100014816,mg/L,0.0305,,,,,,,,,,,,
V100014817,mg/L,0.00427,,,,,,,,,,,,
V100014818,mg/L,0.02,,,,,,,,,,,,
V100014819,mg/L,0.3085,,,mg/L,0.018,mg/L,0.1535,,,mg/L,10.45,mg/L,0.1825
V100014820,mg/L,0.03864,mg/L,0.69,,,,,,,mg/L,8.14278,mg/L,0.07478
V100014821,mg/L,0.03438,mg/L,0.53,,,,,,,mg/L,7.80178,mg/L,0.0648
V100014822,mg/L,0.07158,mg/L,0.64,,,,,,,mg/L,6.93444,mg/L,0.12991
V100014823,mg/L,0.09992,mg/L,0.88,,,,,,,mg/L,5.36222,mg/L,0.24519
V100014824,mg/L,0.12864,mg/L,0.99,,,,,,,mg/L,6.74444,mg/L,0.18284
V100014825,mg/L,0.08512,mg/L,0.99,,,,,,,mg/L,10.55647,mg/L,0.17071
V100014832,,,,,,,,,,,mg/L,4.62,,
V100014833,,,,,,,,,,,mg/L,4.2,,
V100014834,,,,,,,,,,,mg/L,4.36,,
V100014835,,,,,mg/L,0.13,mg/L,4.1185,,,mg/L,8.8565,,
V100014837,mg/L,0.155,mg/L,1.14,mg/L,0.058,mg/L,0.252,,,,,mg/L,0.015
V100014838,mg/L,0.042,mg/L,1.24,mg/L,0.002,mg/L,0.057,,,,,mg/L,0.013
V100014839,mg/L,0.035,mg/L,0.94,mg/L,0.001,mg/L,0.326,,,,,mg/L,0.013
V100014840,mg/L,0.022,mg/L,0.66,mg/L,0.005,mg/L,0.036,,,,,mg/L,0.023
V100014841,mg/L,0.184,mg/L,2.32,mg/L,0.116,mg/L,1.045,,,,,mg/L,0.039
V100014853,mg/L,0.071,,,,,,,,,,,,
V100014854,mg/L,0.143,,,,,,,,,,,,
V100014855,mg/L,0.054,,,,,,,,,,,,
V100014856,mg/L,0.06,,,,,,,,,,,,
V100014857,mg/L,0.1,,,,,,,,,,,,
V100014858,mg/L,0.028,,,,,,,,,,,,
V100014859,mg/L,0.03,,,,,,,,,,,,
V100014860,mg/L,0.025,,,,,,,,,,,,
V100014861,mg/L,0.023,,,,,,,,,,,,
V100014862,mg/L,0.022,,,,,,,,,,,,
V100014863,mg/L,0.025,,,,,,,,,,,,
V100014864,mg/L,0.02,,,,,,,,,,,,
V100014865,mg/L,0.0161,,,,,,,,,,,,
V100014866,mg/L,0.0125,,,,,,,,,,,,
V100014867,mg/L,0.0132,,,,,,,,,,,,
V100014868,mg/L,0.0179,,,,,,,,,,,,
V100014869,mg/L,0.0115,,,,,,,,,,,,
V100014870,mg/L,0.082,mg/L,2.15,,,,,,,mg/L,10.18,mg/L,0.22
V100014872,,,mg/L,2.54,mg/L,0.008,,,,,,,,
V100014873,mg/L,0.629,mg/L,2.68,,,mg/L,0.011,,,,,mg/L,0.014
V100014878,mg/L,0.23,mg/L,1.36,mg/L,0.003,mg/L,0.76,,,,,mg/L,1.01
V100014879,mg/L,0.02,mg/L,0.25,,,mg/L,0.11,,,,,mg/L,0.16
V100014880,mg/L,0.73,mg/L,8.17,mg/L,0.06,mg/L,3.32,,,,,mg/L,5.75
V100014881,mg/L,0.023,mg/L,0.74,mg/L,0.007,mg/L,0.52,,,,,mg/L,0.06
V100014882,mg/L,0.013,,,mg/L,0.001,mg/L,0.001,,,,,mg/L,0.412
V100014883,mg/L,0.14,mg/L,1.75,,,mg/L,0.3,,,,,mg/L,0.08
V100014884,mg/L,0.02,mg/L,0.57,,,mg/L,0.62,,,,,mg/L,0.05
V100014885,mg/L,0.07,mg/L,1.45,,,mg/L,1.14,,,,,mg/L,0.05
V100014886,,,,,,,,,mg/L,2.2,,,,
V100014887,,,,,,,,,mg/L,3.8,,,,
V100014888,,,,,,,,,mg/L,3.8,,,,
V100014889,,,,,,,,,mg/L,5.2,,,,
V100014890,,,,,,,,,mg/L,2.6,,,,
V100014891,,,,,,,,,mg/L,5.7,,,,
V100014892,,,,,,,,,mg/L,3.2,,,,
V100014893,,,,,,,,,mg/L,5.9,,,,
V100014894,,,,,,,,,mg/L,4.3,,,,
V100014895,,,,,,,,,mg/L,9.6,,,,
V100014896,,,,,,,,,mg/L,12,,,,
V100014897,,,,,,,,,mg/L,10,,,,
V100014898,,,,,,,,,mg/L,4.9,,,,
V100014899,,,,,,,,,mg/L,10.7,,,,
V100014900,,,,,,,,,mg/L,16.6,,,,
V100014901,,,,,,,,,mg/L,3.9,,,,
V100014902,,,,,,,,,mg/L,2.5,,,,
V100014903,,,,,,,,,mg/L,3.6,,,,
V100014904,,,,,,,,,mg/L,7.4,,,,
V100014905,,,,,,,,,mg/L,1.8,,,,
V100014906,,,,,,,,,mg/L,2.5,,,,
V100014907,,,,,,,,,mg/L,1.8,,,,
V100014908,,,,,,,,,mg/L,4,,,,
V100014909,,,,,,,,,mg/L,6,,,,
V100014910,,,,,,,,,mg/L,3.4,,,,
V100014924,,,,,,,,,,,,,mg/L,0.00319
V100014925,mg/L,0.00465,,,,,,,,,,,mg/L,0.00333
V100014927,mg/L,0.02113,,,,,,,,,,,,
V100014928,mg/L,0.02283,,,,,,,,,,,mg/L,0.00192
V100014929,mg/L,0.02352,,,,,,,,,,,mg/L,0.00309
V100014930,mg/L,0.01684,,,,,,,,,,,mg/L,0.00112
V100014931,mg/L,0.01553,,,,,,,,,,,mg/L,0.00225
V100014932,mg/L,0.0047,,,,,,,,,,,mg/L,0.00166
V100014933,mg/L,0.01332,,,,,,,,,,,mg/L,0.00233
V100014934,mg/L,0.0126,,,,,,,,,,,mg/L,0.00212
V100014935,mg/L,0.00271,,,,,,,,,,,mg/L,0.00108
V100014936,mg/L,0.00437,,,,,,,,,,,mg/L,0.00312
V100014937,mg/L,0.01045,,,,,,,,,,,mg/L,0.00178
V100014938,mg/L,0.00474,,,,,,,,,,,mg/L,0.00282
V100014939,mg/L,0.0109,,,,,,,,,,,mg/L,0.00204
V100014940,mg/L,0.00564,,,,,,,,,,,mg/L,0.00128
V100014941,mg/L,0.01031,,,,,,,,,,,mg/L,0.00311
V100014942,mg/L,0.00465,,,,,,,,,,,mg/L,0.00235
V100014943,mg/L,0.00986,,,,,,,,,,,mg/L,0.00181
V100014944,mg/L,0.00432,,,,,,,,,,,mg/L,0.00261
V100014945,mg/L,0.01021,,,,,,,,,,,mg/L,0.00304
V100014946,mg/L,0.00481,,,,,,,,,,,mg/L,0.00372
V100014947,mg/L,0.01032,,,,,,,,,,,mg/L,0.0037
V100014948,mg/L,0.00253,,,,,,,,,,,mg/L,0.00252
V100014949,mg/L,0.00482,,,,,,,,,,,mg/L,0.00339
V100014950,mg/L,0.00893,,,,,,,,,,,mg/L,0.00316
V100014951,mg/L,0.00354,,,,,,,,,,,mg/L,0.00146
V100014952,mg/L,0.00933,,,,,,,,,,,mg/L,0.00268
V100014953,mg/L,0.00295,,,,,,,,,,,mg/L,0.00228
V100014954,mg/L,0.00511,,,,,,,,,,,mg/L,0.00229
V100014955,mg/L,0.00978,,,,,,,,,,,mg/L,0.00367
V100014956,mg/L,0.00475,,,,,,,,,,,mg/L,0.00255
V100014957,mg/L,0.00339,,,,,,,,,,,,
V100014958,mg/L,0.00322,,,,,,,,,,,,
V100014959,mg/L,0.00752,,,,,,,,,,,mg/L,0.0038
V100014960,mg/L,0.00428,,,,,,,,,,,mg/L,0.00659
V100014961,mg/L,0.0039,,,,,,,,,,,mg/L,0.00306
V100014962,mg/L,0.00737,,,,,,,,,,,,
V100014963,mg/L,0.00257,,,,,,,,,,,mg/L,0.00153
V100014964,mg/L,0.00393,,,,,,,,,,,mg/L,0.00136
V100014965,mg/L,0.00655,,,,,,,,,,,mg/L,0.0025
V100014966,mg/L,0.00275,,,,,,,,,,,mg/L,0.0016
V100014967,mg/L,0.00762,,,,,,,,,,,mg/L,0.00244
V100014968,mg/L,0.00782,,,,,,,,,,,mg/L,0.00289
V100014969,mg/L,0.00309,,,,,,,,,,,mg/L,0.00175
V100014970,mg/L,0.0027,,,,,,,,,,,mg/L,0.00221
V100014971,mg/L,0.00637,,,,,,,,,,,mg/L,0.00486
V100014972,mg/L,0.00204,,,,,,,,,,,mg/L,0.0015
V100014973,mg/L,0.00423,,,,,,,,,,,mg/L,0.00225
V100014974,mg/L,0.00599,,,,,,,,,,,mg/L,0.00232
V100014975,mg/L,0.0405,,,,,,,,,,,,
V100014976,mg/L,0.0225,,,,,,,,,,,,
V100014977,mg/L,0.0215,,,,,,,,,,,,
V100014978,mg/L,0.0245,,,,,,,,,,,,
V100014979,mg/L,0.0435,,,,,,,,,,,,
V100014980,mg/L,0.0225,,,,,,,,,,,,
V100014981,mg/L,0.018,,,,,,,,,,,,
V100014982,mg/L,0.024,,,,,,,,,,,,
V100014983,mg/L,0.0325,,,,,,,,,,,,
V100014984,mg/L,0.035,,,,,,,,,,,,
V100014985,mg/L,0.0255,,,,,,,,,,,,
V100014986,mg/L,0.0285,,,,,,,,,,,,
V100014987,mg/L,0.031,,,,,,,,,,,,
V100014988,mg/L,0.041,,,,,,,,,,,,
V100014989,mg/L,0.0315,,,,,,,,,,,,
V100014990,mg/L,0.0365,,,,,,,,,,,,
V100014991,mg/L,0.0255,,,,,,,,,,,,
V100014992,mg/L,0.0285,,,,,,,,,,,,
V100014993,mg/L,0.0325,,,,,,,,,,,,
V100014994,mg/L,0.0435,,,,,,,,,,,,
V100014995,,,,,mg/L,0.3,mg/L,1.2,mg/L,11.3,,,mg/L,0.1
V100014996,,,,,mg/L,0.3,mg/L,1,mg/L,11.9,,,mg/L,0.3
V100014997,,,,,mg/L,0.1,mg/L,1,mg/L,10.6,,,mg/L,0.1
V100014998,,,,,mg/L,0.1,mg/L,1.1,mg/L,10,,,mg/L,0.1
V100014999,,,,,mg/L,0.1,mg/L,1.3,mg/L,8,,,mg/L,0.1
V100015000,,,,,mg/L,0.1,mg/L,2.6,mg/L,7.6,,,mg/L,0.1
V100015001,,,,,mg/L,0.2,mg/L,2.6,mg/L,7.6,,,mg/L,0.1
V100015002,,,,,mg/L,0.4,mg/L,3.8,mg/L,4.2,,,mg/L,0.1
V100015003,,,,,mg/L,0.1,mg/L,0.9,mg/L,7.8,,,mg/L,0.1
V100015004,,,,,mg/L,0.1,mg/L,1.1,mg/L,10.8,,,mg/L,0.1
V100015005,,,,,mg/L,0.4,mg/L,1.4,mg/L,10.9,,,mg/L,0.4
V100015006,,,,,mg/L,0.1,mg/L,2.6,mg/L,12.6,,,mg/L,0.2
V100015007,mg/L,0.0048,mg/L,0.08585,,,mg/L,0.00533,mg/L,7.18,,,mg/L,0
V100015008,mg/L,0.00634,mg/L,0.03432,,,mg/L,0.02123,mg/L,11.485,,,mg/L,0
V100015009,mg/L,0.00733,mg/L,0.162,,,mg/L,0.00527,mg/L,7.23667,,,mg/L,0
V100015010,mg/L,0.00517,mg/L,0.09323,,,mg/L,0.0053,mg/L,8.48667,,,mg/L,0
V100015011,mg/L,0.01368,mg/L,0.02001,,,mg/L,0.01492,mg/L,11.5725,,,mg/L,1.00E-04
V100015012,mg/L,0.0082,mg/L,0.13954,,,mg/L,0.00545,mg/L,8.35833,,,mg/L,7.00E-05
V100015013,mg/L,0.00801,mg/L,0.1251,,,mg/L,0.00671,mg/L,8.13,,,mg/L,0
V100015014,mg/L,0.00831,mg/L,0.013,,,mg/L,0.00972,mg/L,11.0575,,,mg/L,0
V100015015,mg/L,0.00854,mg/L,0.14647,,,mg/L,0.0071,mg/L,8.215,,,mg/L,0
V100015016,mg/L,0.12,mg/L,3.06,mg/L,0.03,mg/L,1.11,,,,,,
V100015017,mg/L,0.19,mg/L,2.46,mg/L,0.03,mg/L,0.02,,,,,,
V100015018,mg/L,0.0074,,,mg/L,0.48,mg/L,175,mg/L,7.2,,,mg/L,384
V100015058,mg/L,0.0272,,,,,,,,,,,,
V100015059,mg/L,0.0457,,,,,,,,,,,,
V100015060,mg/L,0.05,mg/L,2.71,,,,,,,,,,
V100015061,mg/L,0.045,mg/L,2.52,,,,,,,,,,
V100015062,mg/L,0.025,mg/L,2.52,,,,,,,,,,
V100015063,mg/L,0.026,mg/L,1.94,,,,,,,,,,
V100015064,mg/L,0.026,mg/L,1.97,,,,,,,,,,
V100015065,mg/L,0.022,mg/L,1.57,,,,,,,,,,
V100015066,mg/L,0.029,mg/L,1.49,,,,,,,,,,
V100015067,mg/L,0.029,mg/L,1.63,,,,,,,,,,
V100015068,mg/L,0.02,mg/L,1.75,,,,,,,,,,
V100015069,mg/L,0.029,mg/L,1.4,,,,,,,,,,
V100015070,mg/L,0.026,mg/L,1.44,,,,,,,,,,
V100015071,mg/L,0.03,mg/L,1.81,,,,,,,,,,
V100015072,mg/L,0.025,,,,,,,,,,,,
V100015073,mg/L,0.006,,,,,,,,,,,,
V100015074,mg/L,0.013,,,,,,,,,,,,
V100015075,mg/L,0.005,,,,,,,,,,,,
V100015076,mg/L,0.02,,,,,,,,,,,,
V100015077,mg/L,0.024,,,,,,,,,,,,
V100015078,mg/L,0.027,,,,,,,,,,,,
V100015079,mg/L,0.009,,,,,,,,,,,,
V100015081,mg/L,0.18,,,,,,,,,,,,
V100015082,mg/L,0.06,mg/L,1.34,,,,,,,,,,
V100015083,mg/L,0.121,mg/L,2.517,,,,,,,,,,
V100015084,mg/L,0.155,mg/L,2.693,,,,,,,,,,
V100015085,mg/L,0.00723,,,,,,,,,,,,
V100015086,mg/L,0.00289,,,,,,,,,,,,
V100015087,mg/L,0.05233,,,,,,,,,,,,
V100015088,mg/L,0.00496,,,,,,,,,,,,
V100015089,mg/L,0.01758,,,,,,,,,,,,
V100015090,mg/L,0.00258,,,,,,,,,,,,
V100015091,mg/L,0.02347,,,,,,,,,,,,
V100015092,mg/L,0.003,,,,,,,,,,,,
V100015093,mg/L,0.00442,,,,,,,,,,,,
V100015094,mg/L,0.00974,,,,,,,,,,,,
V100015095,mg/L,0.01174,,,,,,,,,,,,
V100015096,mg/L,0.00292,,,,,,,,,,,,
V100015097,mg/L,0.00381,,,,,,,,,,,,
V100015098,mg/L,0.0112,,,,,,,,,,,,
V100015099,mg/L,0.00789,,,,,,,,,,,,
V100015100,mg/L,0.00754,,,,,,,,,,,,
V100015101,mg/L,0.01247,,,,,,,,,,,,
V100015102,mg/L,0.00912,,,,,,,,,,,,
V100015103,mg/L,0.00573,,,,,,,,,,,,
V100015104,mg/L,0.00427,,,,,,,,,,,,
V100015105,mg/L,0.00808,,,,,,,,,,,,
V100015106,mg/L,0.12197,,,,,,,,,,,,
V100015107,mg/L,0.00835,,,,,,,,,,,,
V100015108,mg/L,0.00504,,,,,,,,,,,,
V100015109,mg/L,0.01004,,,,,,,,,,,,
V100015110,mg/L,0.00485,,,,,,,,,,,,
V100015111,mg/L,0.01354,,,,,,,,,,,,
V100015112,mg/L,0.02039,,,,,,,,,,,,
V100015113,mg/L,0.03347,,,,,,,,,,,,
V100015114,mg/L,0.00585,,,,,,,,,,,,
V100015115,mg/L,0.01174,,,,,,,,,,,,
V100015116,mg/L,0.01947,,,,,,,,,,,,
V100015117,mg/L,0.01916,,,,,,,,,,,,
V100015118,mg/L,0.01801,,,,,,,,,,,,
V100015119,mg/L,0.02162,,,,,,,,,,,,
V100015120,mg/L,0.07188,,,,,,,,,,,,
V100015121,mg/L,0.00377,,,,,,,,,,,,
V100015122,mg/L,0.008,,,,,,,,,,,,
V100015123,mg/L,0.02024,,,,,,,,,,,,
V100015124,mg/L,0.00966,,,,,,,,,,,,
V100015125,mg/L,0.00816,,,,,,,,,,,,
V100015126,mg/L,0.00423,,,,,,,,,,,,
V100015127,mg/L,0.00416,,,,,,,,,,,,
V100015128,mg/L,0.0663,mg/L,1.3,,,,,,,,,,
V100015129,mg/L,0.1757,mg/L,3.3,,,,,,,,,,
V100015130,mg/L,0.0519,mg/L,1.2,,,,,,,,,,
V100015131,mg/L,0.28,mg/L,5.17,,,,,,,,,,
V100015133,mg/L,0.01995,mg/L,0.02201,,,,,,,,,,
V100015134,mg/L,0.0169,mg/L,0.05046,,,,,,,,,,
V100015136,mg/L,0.025,mg/L,0.86,,,,,,,,,,
V100015137,mg/L,0.034,mg/L,0.99,,,,,,,,,,
V100015138,mg/L,0.02,mg/L,0.77,,,,,,,,,,
V100015139,mg/L,0.047,mg/L,0.96,,,,,,,,,,
V100015140,mg/L,0.048,mg/L,1.16,,,,,,,,,,
V100015141,mg/L,0.021,mg/L,0.83,,,,,,,,,,
V100015142,mg/L,0.036,mg/L,0.99,,,,,,,,,,
V100015143,mg/L,0.028,mg/L,0.81,,,,,,,,,,
V100015144,mg/L,0.035,mg/L,1,,,,,,,,,,
V100015145,mg/L,0.073,mg/L,1.48,,,,,,,,,,
V100015146,mg/L,0.041,mg/L,0.94,,,,,,,,,,
V100015147,mg/L,0.058,mg/L,1.14,,,,,,,,,,
V100015148,mg/L,0.01,mg/L,0.74,,,,,,,,,,
V100015149,mg/L,0.046,mg/L,0.86,,,,,,,,,,
V100015150,mg/L,0.123,mg/L,1.38,,,,,,,,,,
V100015151,mg/L,0.023,mg/L,0.79,,,,,,,,,,
V100015152,mg/L,0.051,mg/L,0.87,,,,,,,,,,
V100015153,mg/L,0.057,mg/L,0.6,,,,,,,,,,
V100015154,mg/L,0.034,mg/L,1.1,,,,,,,,,,
V100015155,mg/L,0.069,mg/L,1.22,,,,,,,,,,
V100015157,mg/L,0.0269,mg/L,0.963,,,,,,,,,,
V100015158,mg/L,0.029,mg/L,0.905,,,,,,,,,,
V100015180,mg/L,0.0073,,,,,,,,,,,,
V100015181,mg/L,0.0023,,,,,,,,,,,,
V100015182,mg/L,0.0069,,,,,,,,,,,,
V100015183,mg/L,0.0022,,,,,,,,,,,,
V100015213,mg/L,0.26575,mg/L,2.63,mg/L,0.1375,mg/L,1.1775,,,,,mg/L,1.745
V100015214,mg/L,0.011,mg/L,0.7833,,,,,,,,,,
V100015215,mg/L,0.115,mg/L,2.935,,,,,,,,,,
V100015220,mg/L,0.08,mg/L,0.74,,,,,,,,,,
V100015221,mg/L,0.05575,mg/L,0.86913,,,,,,,,,,
V100015222,mg/L,0.03632,mg/L,0.89787,,,,,,,,,,
V100015224,mg/L,0.00015,mg/L,0.00109,,,,,,,,,,
V100015262,mg/L,0.041,mg/L,0.327,,,,,,,,,,
V100015263,mg/L,0.034,mg/L,0.352,,,,,,,,,,
V100015264,mg/L,0.046,mg/L,0.546,,,,,,,,,,
V100015265,mg/L,0.0201,,,,,,,,,,,,
V100015266,mg/L,0.0038,,,,,,,,,,,,
V100015267,mg/L,0.0185,,,,,,,,,,,,
V100015268,mg/L,0.0148,,,,,,,,,,,,
V100015269,mg/L,0.0044,,,,,,,,,,,,
V100015270,mg/L,0.0175,,,,,,,,,,,,
V100015271,mg/L,0.0261,,,,,,,,,,,,
V100015272,mg/L,0.0042,,,,,,,,,,,,
V100015273,mg/L,0.101,mg/L,0.345,,,,,,,,,,
V100015274,mg/L,0.149,mg/L,0.349,,,,,,,,,,
V100015298,mg/L,2.2115,mg/L,0.1245,,,,,,,,,,
V100015299,mg/L,1.8,mg/L,1.92,,,,,,,,,,
V100015303,mg/L,0.3073,mg/L,1.3055,,,,,,,,,,
V100015304,mg/L,0.4883,mg/L,1.2953,,,,,,,,,,
V100015305,mg/L,0.524,mg/L,2.1013,,,,,,,,,,
V100015306,mg/L,0.2318,mg/L,1.216,,,,,,,,,,
V100015307,mg/L,0.1755,mg/L,1.1796,,,,,,,,,,
V100015308,mg/L,0.3048,mg/L,1.9898,,,,,,,,,,
V100015309,mg/L,0.2228,mg/L,1.415,,,,,,,,,,
V100015310,mg/L,0.265,mg/L,1.7205,,,,,,,,,,
V100015311,mg/L,0.2373,mg/L,0.777,,,,,,,,,,
V100015312,mg/L,0.377,mg/L,1.241,,,,,,,,,,
V100015313,mg/L,0.2295,mg/L,2.0718,,,,,,,,,,
V100015314,mg/L,0.2198,mg/L,1.484,,,,,,,,,,
V100015315,mg/L,0.285,mg/L,2.1793,,,,,,,,,,
V100015316,mg/L,0.4503,mg/L,0.9928,,,,,,,,,,
V100015317,mg/L,0.165,mg/L,0.2953,,,,,,,,,,
V100015324,mg/L,0.00383,mg/L,0.3365,,,,,,,,,,
V100015325,mg/L,0.00321,mg/L,0.5234,,,,,,,,,,
V100015326,mg/L,0.00414,mg/L,0.664,,,,,,,,,,
V100015327,mg/L,0.00259,mg/L,0.4845,,,,,,,,,,
V100015328,mg/L,0.00569,mg/L,0.8475,,,,,,,,,,
V100015329,mg/L,0.00724,mg/L,0.8281,,,,,,,,,,
V100015330,mg/L,0.00166,mg/L,0.4887,,,,,,,,,,
V100015331,mg/L,0.00476,mg/L,0.5829,,,,,,,,,,
V100015332,mg/L,0.006,mg/L,0.5656,,,,,,,,,,
V100015333,mg/L,0.00104,mg/L,0.5605,,,,,,,,,,
V100015334,mg/L,0.00197,mg/L,0.7104,,,,,,,,,,
V100015335,mg/L,0.00476,mg/L,0.9469,,,,,,,,,,
V100015336,mg/L,0.00848,mg/L,0.5216,,,,,,,,,,
V100015337,mg/L,0.00274,mg/L,0.6822,,,,,,,,,,
V100015338,mg/L,0.00352,mg/L,0.8832,,,,,,,,,,
V100015339,mg/L,0.00662,mg/L,0.4873,,,,,,,,,,
V100015340,mg/L,0.00135,mg/L,0.6074,,,,,,,,,,
V100015341,mg/L,0.00848,mg/L,0.844,,,,,,,,,,
V100015342,mg/L,0.00848,mg/L,0.5169,,,,,,,,,,
V100015343,mg/L,0.00445,mg/L,0.204,,,,,,,,,,
V100015344,mg/L,0.00259,mg/L,0.583,,,,,,,,,,
V100015345,mg/L,0.00228,mg/L,0.5782,,,,,,,,,,
V100015346,mg/L,0.01221,mg/L,0.7888,,,,,,,,,,
V100015347,mg/L,0.00848,mg/L,0.6856,,,,,,,,,,
V100015348,mg/L,0.01624,mg/L,0.6307,,,,,,,,,,
V100015349,mg/L,0.00818,mg/L,1.60545,,,,,,,,,,
V100015350,mg/L,0.00476,mg/L,0.6026,,,,,,,,,,
V100015351,mg/L,0.00848,mg/L,0.3655,,,,,,,,,,
V100015352,mg/L,0.00383,mg/L,0.6654,,,,,,,,,,
V100015353,mg/L,0.00414,mg/L,0.6228,,,,,,,,,,
V100015374,mg/L,0.00012,mg/L,0.00128,,,,,,,,,,
V100015375,mg/L,0.1975,,,,,mg/L,0.8975,,,mg/L,8.4,mg/L,0.065
V100015376,mg/L,0.025,,,,,,,,,,,,
V100015377,mg/L,0.0333,,,,,,,,,,,,
V100015378,mg/L,0.025,mg/L,1.04,,,,,,,,,,
V100015379,mg/L,0.062,mg/L,2.62,mg/L,0.035,,,,,,,,
V100015380,mg/L,0.947,mg/L,2.73,mg/L,0.7235,,,,,,,,
V100015381,mg/L,0.063,mg/L,1.65,mg/L,0.026,,,,,,,,
V100015382,mg/L,0.754,mg/L,2.66,mg/L,0.7065,,,,,,,,
V100015383,mg/L,0.808,mg/L,2.41,mg/L,0.708,,,,,,,,
V100015384,mg/L,0.051,mg/L,1.84,mg/L,0.0105,,,,,,,,
V100015386,,,,,,,,,mg/L,2.48,,,,
V100015387,mg/L,0.066,mg/L,0.43763,,,,,,,,,,
V100015388,mg/L,0.068,mg/L,0.79238,,,,,,,,,,
V100015389,mg/L,0.0625,mg/L,0.9002,,,,,,,,,,
V100015390,mg/L,0.07357,mg/L,0.86473,,,,,,,,,,
V100015391,mg/L,0.07914,mg/L,0.92686,,,,,,,,,,
V100015392,mg/L,0.01,,,,,,,mg/L,2.175,,,mg/L,0.02425
V100015402,mg/L,0.0738,mg/L,1.305,,,mg/L,0.5445,,,,,mg/L,0.13
V100015406,,,mg/L,5.03,,,mg/L,0.65,,,,,,
V100015407,mg/L,0.1,mg/L,1.48,,,,,,,mg/L,8.92,,
