uniqueID,UniqueLakeName,StudyID,Year,Month,Lat,Lon,LakeName,ChlValues,TP,TN,DOC,DO,LakeVolume,SurfaceArea,Depth.mean,Depth.max,Secchi,pH
newid022639,L4556,repo5,1996,,44.93045,-116.0982,PAYETTE LAKE ST. 1 SW BASIN NR MCCALL ID,0.0023,0.013,,,,,,,,5,8.4
newid022640,L4556,repo5,1999,,44.93045,-116.0982,PAYETTE LAKE ST. 1 SW BASIN NR MCCALL ID,0.003,0.007,,,,,,,,7.6,8.3
newid022641,L4556,repo5,2000,,44.93045,-116.0982,PAYETTE LAKE ST. 1 SW BASIN NR MCCALL ID,0.0025,0.008,,,,,,,,7.5,7.1
newid022642,L4556,repo5,2002,,44.93045,-116.0982,PAYETTE LAKE ST. 1 SW BASIN NR MCCALL ID,0.003,0.004,,,,,,,,8.5,7.1
newid022643,L4556,repo5,2003,,44.93045,-116.0982,PAYETTE LAKE ST. 1 SW BASIN NR MCCALL ID,0.0025,0.005,,,,,,,,8.5,
newid022644,L4556,repo5,1995,,44.93101,-116.0871,"PAYETTE LAKE, NEARSHORE 23, NR MCCALL, ID",0.0014,0.002,,,,,,,,,7.2
newid022645,L4556,repo5,1995,,44.9324,-116.0687,"PAYETTE LAKE, NEARSHORE 8, NR MCCALL, ID",9.00E-04,0.029,,,,,,,,,7.3
newid022646,L4526,repo5,2007,,44.93306,-84.50417,"BIG BASS LAKE NEAR JOHANNESBURG, MI (PHOTIC ZONE)",0.0065,,,,,,,,,,
newid022647,L4533,repo5,2003,,44.93334,-85.38174,"BIRCH LAKE NEAR KEWADIN, MI (PHOTIC ZONE)",0.0019,,,,,,,,,,
newid022648,L4556,repo5,1995,,44.93434,-116.1187,"PAYETTE LAKE, NEARSHORE 18, NR MCCALL, ID",5.00E-04,0.003,,,,,,,,,7.2
newid022649,L4556,repo5,1995,,44.93545,-116.0526,"PAYETTE LAKE, NEARSHORE 10, NR MCCALL, ID",0.0013,0.004,,,,,,,,,7.4
newid022650,L4556,repo5,1995,,44.93573,-116.0835,"PAYETTE LAKE, NEARSHORE 24, NR MCCALL, ID",0.0024,0.007,,,,,,,,,7.3
newid022651,L9214,repo5,2010,,44.93612,-83.79999,"BEAVER LAKE NEAR SPRATT, MI (PHOTIC ZONE)",0.0024,,,,,,,,,,
newid022652,L9215,repo5,2008,,44.93611,-85.27333,"CLAM LAKE NEAR LAKE BELLAIRE, MI (PHOTIC ZONE)",0.0024,,,,,,,,,,
newid022653,L9216,repo5,1976,,44.93701,-68.79504,"PUSHAW LAKE NEAR WEST OLD TOWN, ME          0080",0.0055,0.05,,,,,,,,4.2,
newid022654,L9216,repo5,1974,,44.93701,-68.79504,"PUSHAW LAKE NEAR WEST OLD TOWN, ME          0080",0.0079,0.02,,,,,,,,3.6,
newid022655,L9216,repo5,1975,,44.93701,-68.79504,"PUSHAW LAKE NEAR WEST OLD TOWN, ME          0080",0.0091,0.02,,,,,,,,4.2,6.5
newid022656,L4556,repo5,2008,,44.9374,-116.0607,PAYETTE LAKE ST. 4 SE BASIN NR MCCALL ID,0.0023,0.008,,,,,,,,,7.1
newid022657,L4556,repo5,1997,,44.9374,-116.0607,PAYETTE LAKE ST. 4 SE BASIN NR MCCALL ID,0.0029,0.007,,,,,,,,6.4,
newid022658,L4556,repo5,2005,,44.9374,-116.0607,PAYETTE LAKE ST. 4 SE BASIN NR MCCALL ID,0.0021,0.005,,,,,,,,,
newid022659,L4556,repo5,1999,,44.9374,-116.0607,PAYETTE LAKE ST. 4 SE BASIN NR MCCALL ID,0.0025,0.005,,,,,,,,5.9,8
newid022660,L4556,repo5,2002,,44.9374,-116.0607,PAYETTE LAKE ST. 4 SE BASIN NR MCCALL ID,0.0025,0.002,,,,,,,,9,
newid022661,L4556,repo5,2003,,44.9374,-116.0607,PAYETTE LAKE ST. 4 SE BASIN NR MCCALL ID,0.0021,0.005,,,,,,,,7.5,
newid022662,L4556,repo5,1998,,44.9374,-116.0607,PAYETTE LAKE ST. 4 SE BASIN NR MCCALL ID,0.0014,0.005,,,,,,,,7.8,8
newid022663,L4556,repo5,2001,,44.9374,-116.0607,PAYETTE LAKE ST. 4 SE BASIN NR MCCALL ID,0.0049,0.006,,,,,,,,7.8,8
newid022664,L4556,repo5,1995,,44.9374,-116.0607,PAYETTE LAKE ST. 4 SE BASIN NR MCCALL ID,0.0055,0.008,,,,,,,,7.8,7.6
newid022665,L4556,repo5,2007,,44.9374,-116.0607,PAYETTE LAKE ST. 4 SE BASIN NR MCCALL ID,0.0026,0.006,,,,,,,,,
newid022666,L4556,repo5,2000,,44.9374,-116.0607,PAYETTE LAKE ST. 4 SE BASIN NR MCCALL ID,0.002,0.007,,,,,,,,7.5,7.4
newid022667,L4556,repo5,2006,,44.9374,-116.0607,PAYETTE LAKE ST. 4 SE BASIN NR MCCALL ID,0.0016,0.007,,,,,,,,,
newid022668,L4556,repo5,1996,,44.9374,-116.0607,PAYETTE LAKE ST. 4 SE BASIN NR MCCALL ID,0.0014,0.012,,,,,,,,6.7,8.6
newid022669,L9217,repo5,2007,,44.93778,-84.37972,"BIG BEAR LAKE NEAR LEWISTON, MI (PHOTIC ZONE)",0.0021,,,,,,,,,,
newid022670,L4556,repo5,1995,,44.93851,-116.0665,"PAYETTE LAKE, NEARSHORE 3, NR MCCALL, ID",0.0014,0.005,,,,,,,,,7.4
newid022671,L4528,repo5,2005,,44.93918,-84.18862,"AVERY LAKE NEAR LEWISTON, MI N.B. (PHTOC ZONE)",0.0024,,,,,,,,,,
newid022672,L4535,repo5,2002,,44.93946,-84.60447,"EMERALD LAKE NR ARBUTUS BEACH, MI (PHOTIC ZONE)",0.004,,,,,,,,,,
newid022673,L4556,repo5,1995,,44.94212,-116.0604,"PAYETTE LAKE, NEARSHORE 11, NR MCCALL, ID",0.0011,0.005,,,,,,,,,7.4
newid022674,L4556,repo5,1995,,44.94267,-116.1079,"PAYETTE LAKE, NEARSHORE 17, NR MCCALL, ID",5.00E-04,0.003,,,,,,,,,7.2
newid022675,L9218,repo5,2013,,44.94774,-85.89946,"SHELL LAKE NR CENTER AT SBDNL, MI",0.0018,,,,,,,,,3.75,8.6
newid022676,L9218,repo5,2012,,44.94774,-85.89946,"SHELL LAKE NR CENTER AT SBDNL, MI",0.0015,,,,,,,,,3.45,8.7
newid022677,L4556,repo5,1995,,44.94851,-116.0798,"PAYETTE LAKE, NEARSHORE 16, NR MCCALL, ID",9.00E-04,0.004,,,,,,,,,7.5
newid022678,L4556,repo5,1995,,44.9499,-116.1015,"PAYETTE LAKE, NEARSHORE 15, NR MCCALL, ID",5.00E-04,0.004,,,,,,,,,7.4
newid022679,L4556,repo5,1995,,44.95101,-116.0557,"PAYETTE LAKE, NEARSHORE 12, NR MCCALL, ID",0.001,0.002,,,,,,,,,7.4
newid022680,L9219,repo5,2016,,44.95167,-108.2564,BL-15 Bighorn Lake near Horseshoe Bend,0.0344,,,,,,,,,,8.5
newid022681,L9220,repo5,2007,,44.95361,-84.68528,"OTSEGO LAKE NEAR WATERS, MI (PHOTIC ZONE)",0.003,,,,,,,,,,
newid022682,L9221,repo5,2008,,44.95333,-85.21889,"LAKE BELLAIRE NR LAKE BELLAIRE, MI (PHOTIC ZONE)",0.0014,,,,,,,,,,
newid022683,L4556,repo5,1995,,44.95628,-116.0946,"PAYETTE LAKE, NEARSHORE 14, NR MCCALL, ID",5.00E-04,0.002,,,,,,,,,7.5
newid022684,L9633,repo5,2013,,44.95694,-92.76028,"LAKE ST. CROIX BELOW HWY I-94 AT LAKELAND, MN",0.0105,0.085,0.153,,,,,,,1.79832,8
newid022685,L9633,repo5,2011,,44.95694,-92.76028,"LAKE ST. CROIX BELOW HWY I-94 AT LAKELAND, MN",0.013,0.062,0.145,,,,,,,1.49352,8.1
newid022686,L9633,repo5,2012,,44.95694,-92.76028,"LAKE ST. CROIX BELOW HWY I-94 AT LAKELAND, MN",0.0162,0.376,0.154,,,,,,,1.34112,7.8
newid022687,L4556,repo5,1995,,44.95823,-116.0601,"PAYETTE LAKE, NEARSHORE 1, NR MCCALL, ID",0.0011,0.004,,,,,,,,,7.5
newid022688,L4579,repo5,2007,,44.95944,-84.73944,"LAKE MANUKA NEAR GAYLORD, MI (PHOTIC ZONE)",0.0043,,,,,,,,,,
newid022689,L9222,repo5,2005,,44.95973,-84.24945,"McCORMICK LAKE NEAR BIGELOW, MI (PHOTIC ZONE)",0.002,,,,,,,,,,
newid022690,L4556,repo5,1995,,44.96017,-116.0712,"PAYETTE LAKE, NEARSHORE 2, NR MCCALL, ID",0.0013,0.004,,,,,,,,,7.5
newid022691,L4556,repo5,1995,,44.96351,-116.0548,"PAYETTE LAKE, NEARSHORE 4, NR MCCALL, ID",0.0012,0.005,,,,,,,,,7.4
newid022692,L4556,repo5,1995,,44.96517,-116.0843,PAYETTE LAKE ST. 2 NW BASIN NR MCCALL ID,0.0037,0.008,,,,,,,,7.6,7.8
newid022693,L4556,repo5,1996,,44.96517,-116.0843,PAYETTE LAKE ST. 2 NW BASIN NR MCCALL ID,0.002,0.007,,,,,,,,6.5,7.9
newid022694,L4556,repo5,1995,,44.96545,-116.0887,"PAYETTE LAKE, NEARSHORE 13, NR MCCALL, ID",8.00E-04,0.003,,,,,,,,,7.5
newid022695,L4556,repo5,1995,,44.96851,-116.079,"PAYETTE LAKE, NEARSHORE 7, NR MCCALL, ID",0.0011,0.002,,,,,,,,,7.4
newid022696,L4595,repo5,1975,,44.96922,-70.63229,"HALEY POND AT RANGELEY, ME                  3534",0.0013,0.01,,,,,,,,3,6.7
newid022697,L4595,repo5,1976,,44.96922,-70.63229,"HALEY POND AT RANGELEY, ME                  3534",0.0042,0.01,,,,,,,,2.2,7
newid022698,L4595,repo5,1974,,44.96922,-70.63229,"HALEY POND AT RANGELEY, ME                  3534",0.0077,0.03,,,,,,,,2.9,7.3
newid022699,L4599,repo5,1976,,44.97061,-70.56146,"SADDLEBACK LAKE NEAR DALLAS, ME             3536",0.0019,0.01,,,,,,,,2.9,6.7
newid022700,L4599,repo5,1975,,44.97061,-70.56146,"SADDLEBACK LAKE NEAR DALLAS, ME             3536",0.0038,0.01,,,,,,,,3.4,5.4
newid022701,L4556,repo5,1995,,44.97795,-116.059,"PAYETTE LAKE, NEARSHORE 5, NR MCCALL, ID",0.0012,0.002,,,,,,,,,7.4
newid022702,L4608,repo5,2009,,44.97889,-84.30222,"GAYLANTA LAKE NEAR VIENNA, MI (PHOTIC ZONE)",0.0062,,,,,,,,,,
newid022703,L4556,repo5,1995,,44.97962,-116.0773,"PAYETTE LAKE, NEARSHORE 6, NR MCCALL, ID",0.0025,0.006,,,,,,,,,7.5
newid022704,L4556,repo5,2005,,44.98045,-116.0648,PAYETTE LAKE ST. 3 NE BASIN NR MCCALL ID,0.0014,0.003,,,,,,,,,
newid022705,L4556,repo5,2007,,44.98045,-116.0648,PAYETTE LAKE ST. 3 NE BASIN NR MCCALL ID,0.002,0.006,,,,,,,,,
newid022706,L4556,repo5,1995,,44.98045,-116.0648,PAYETTE LAKE ST. 3 NE BASIN NR MCCALL ID,0.0055,0.005,,,,,,,,8,7.6
newid022707,L4556,repo5,2008,,44.98045,-116.0648,PAYETTE LAKE ST. 3 NE BASIN NR MCCALL ID,0.0013,0.005,,,,,,,,,7.1
newid022708,L4556,repo5,1996,,44.98045,-116.0648,PAYETTE LAKE ST. 3 NE BASIN NR MCCALL ID,0.0016,0.008,,,,,,,,7.5,8
newid022709,L4556,repo5,1999,,44.98045,-116.0648,PAYETTE LAKE ST. 3 NE BASIN NR MCCALL ID,0.0024,0.006,,,,,,,,5.8,7.9
newid022710,L4556,repo5,2001,,44.98045,-116.0648,PAYETTE LAKE ST. 3 NE BASIN NR MCCALL ID,0.0023,0.006,,,,,,,,8,8
newid022711,L4556,repo5,2003,,44.98045,-116.0648,PAYETTE LAKE ST. 3 NE BASIN NR MCCALL ID,0.0019,0.005,,,,,,,,8.6,
newid022712,L4556,repo5,2006,,44.98045,-116.0648,PAYETTE LAKE ST. 3 NE BASIN NR MCCALL ID,0.0015,0.007,,,,,,,,,
newid022713,L4556,repo5,2000,,44.98045,-116.0648,PAYETTE LAKE ST. 3 NE BASIN NR MCCALL ID,0.0021,0.005,,,,,,,,6,7.3
newid022714,L4556,repo5,1997,,44.98045,-116.0648,PAYETTE LAKE ST. 3 NE BASIN NR MCCALL ID,0.0033,0.014,,,,,,,,7.3,
newid022715,L4556,repo5,2002,,44.98045,-116.0648,PAYETTE LAKE ST. 3 NE BASIN NR MCCALL ID,0.0026,0.009,,,,,,,,8,
newid022716,L4556,repo5,1998,,44.98045,-116.0648,PAYETTE LAKE ST. 3 NE BASIN NR MCCALL ID,0.0021,0.005,,,,,,,,8,7.8
newid022717,L4619,repo5,2005,,44.98334,-83.87472,"FLETCHER POND NEAR HILLMAN, MI (PHOTIC ZONE)",0.0053,,,,,,,,,,
newid022718,L4622,repo5,2010,,44.98779,-84.17695,"LAKE FIFTEEN NEAR ATLANTA, MI (PHOTIC ZONE)",0.0027,,,,,,,,,,
newid022719,L4556,repo5,1995,,44.98962,-116.0626,"PAYETTE LAKE, NEARSHORE 25, NR MCCALL, ID",0.0049,0.01,,,,,,,,,7.4
newid022720,L4639,repo5,2002,,44.99862,-84.63503,"DIXON LAKE NR GAYLOR, MI (PHOTIC ZONE)",0.001,,,,,,,,,,
newid022721,L9633,repo5,2013,,45.00778,-92.76611,"LAKE ST. CROIX BELOW LAKESIDE PARK AT BAYPORT, MN",0.0164,0.048,0.166,,,,,,,1.3716,8.1
newid022722,L9633,repo5,2011,,45.00778,-92.76611,"LAKE ST. CROIX BELOW LAKESIDE PARK AT BAYPORT, MN",0.0141,0.065,0.095,,,,,,,1.49352,8.1
newid022723,L9633,repo5,2012,,45.00778,-92.76611,"LAKE ST. CROIX BELOW LAKESIDE PARK AT BAYPORT, MN",0.0223,0.121,0.205,,,,,,,1.46304,7.9
newid022724,L9223,repo5,2010,,45.00973,-84.57836,"BIG LAKE EB NEAR GAYLORD, MI (PHOTIC ZONE)",0.0039,,,,,,,,,,
newid022725,L9223,repo5,2010,,45.00973,-84.58391,"BIG LAKE CB NEAR GAYLORD, MI (PHOTIC ZONE)",0.0035,,,,,,,,,,
newid022726,L9224,repo5,2013,,45.01083,-86.1199,"FLORENCE LAKE NR CENTER AT SBDNL, MI",0.0031,,,,,,,,,4.38,8.8
newid022727,L9224,repo5,2012,,45.01083,-86.1199,"FLORENCE LAKE NR CENTER AT SBDNL, MI",0.0034,,,,,,,,,2.62,8.5
newid022728,L9492,repo5,2015,,45.02328,-108.2482,BL-13 Bighorn Lake below Devil Canyon,0.009,,,,,,,,,,8.3
newid022729,L9492,repo5,2016,,45.02328,-108.2482,BL-13 Bighorn Lake below Devil Canyon,0.0081,,,,,,,,,,8.2
newid022730,L4690,repo5,2008,,45.02417,-85.22722,"INTERMEDIATE LAKE NR CENTRAL LK, MI (PHOTIC ZONE)",0.002,,,,,,,,,,
newid022731,L9225,repo5,2003,,45.0425,-85.7287,"NORTH LAKE LEELANAU AT LELAND, MI (PHOTIC ZONE)",0.0012,,,,,,,,,,
newid022732,L4719,repo5,2003,,45.0489,-84.78698,"LAKE 27 NEAR ELMIRA, MI (PHOTIC ZONE)",0.0042,,,,,,,,,,
newid022733,L4808,repo5,2003,,45.10001,-85.2584,"BEN-WAY LAKE NEAR EASTPORT, MI (PHOTIC ZONE)",0.0053,,,,,,,,,,
newid022734,L9226,repo5,2010,,45.10279,-83.95555,"AVALON LAKE NEAR HILLMAN, MI (PHOTIC ZONE)",0.0015,,,,,,,,,,
newid022735,L9227,repo5,2005,,45.11112,-83.97222,"LONG LAKE NEAR HILLMAN, MI S.B. (PHOTIC ZONE)",0.005,,,,,,,,,,
newid022736,L4818,repo5,2005,,45.11418,-83.98111,"ESS LAKE NEAR HILLMAN, MI (PHOTIC ZONE)",0.0019,,,,,,,,,,
newid022737,L9228,repo5,2005,,45.11973,-84.09667,"RUSH LAKE NEAR HILLMAN, MI (PHOTIC ZONE)",0.0026,,,,,,,,,,
newid022738,L4830,repo5,2003,,45.12001,-85.20229,"SIX MILE LAKE NEAR ELLSWORTH, MI (PHOTIC ZONE)",0.0078,,,,,,,,,,
newid022739,L4920,repo5,2016,,45.12081,-108.1839,BL-10 Bighorn Lake 43km above dam,0.0026,,,,,,,,,,8.1
newid022740,L4920,repo5,2015,,45.12081,-108.1839,BL-10 Bighorn Lake 43km above dam,0.0036,,,,,,,,,,8.2
newid022741,L4833,repo5,2010,,45.12473,-84.02195,"GRASS LAKE NEAR HILLMAN, MI (PHOTIC ZONE)",0.0023,,,,,,,,,,
newid022742,L4832,repo5,2005,,45.12612,-84.18028,"CLEAR LAKE NEAR ATLANTA,MI (PHOTIC ZONE)",0.0017,,,,,,,,,,
newid022743,L9229,repo5,2013,,45.12668,-86.02322,"MANITOU LAKE NR CENTER AT SBDNL, MI",0.0024,,,,,,,,,2.9,8.7
newid022744,L9229,repo5,2012,,45.12668,-86.02322,"MANITOU LAKE NR CENTER AT SBDNL, MI",0.0028,,,,,,,,,3.3,8.5
newid022745,L9230,repo5,2005,,45.13057,-83.975,"LONG LAKE NEAR HILLMAN, MI C.B. (PHOTIC ZONE)",0.0011,,,,,,,,,,
newid022746,L4842,repo5,2010,,45.13168,-84.77837,"HOFFMAN LAKE NEAR VANDERBILT, MI (PHOTIC ZONE)",0.0038,,,,,,,,,,
newid022747,L4834,repo5,2008,,45.1325,-85.24694,"WILSON LAKE NEAR ELLSWORTH, MI (PHOTIC ZONE)",0.0046,,,,,,,,,,
newid022748,L4871,repo5,2003,,45.16195,-85.2434,"ELLSWORTH LAKE AT ELLSWORTH, MI (PHOTIC ZONE)",0.0052,,,,,,,,,,
newid022749,L4891,repo5,2003,,45.16362,-84.97755,"DEER LAKE NEAR BOYNE FALLS, MI (PHOTIC ZONE)",0.0033,,,,,,,,,,
newid022750,L4892,repo5,2008,,45.16861,-85.2375,"ST. CLAIR LAKE NR ELLSWORTH, MI (PHOTIC ZONE)",0.0058,,,,,,,,,,
newid022751,L4910,repo5,2005,,45.1764,-84.5228,"PICKEREL LAKE NEAR VANDERBILT, MI (PHOTIC ZONE)",0.0022,,,,,,,,,,
newid022752,L4920,repo5,2016,,45.18319,-108.1491,BL-8 Bighorn Lake 31km above dam,0.0053,,,,,,,,,,8.3
newid022753,L4920,repo5,2015,,45.18319,-108.1491,BL-8 Bighorn Lake 31km above dam,0.008,,,,,,,,,,8.2
newid022754,L4939,repo5,2005,,45.19196,-84.77893,"THUMB LAKE NEAR VANDERBILT, MI W.B.(PHOTIC ZONE)",0.0037,,,,,,,,,,
newid022755,L4939,repo5,2005,,45.19223,-84.75115,"THUMB LAKE NEAR VANDERBILT, MI E.B.(PHOTIC ZONE)",0.003,,,,,,,,,,
newid022756,L4939,repo5,2005,,45.19334,-84.76254,"THUMB LAKE NEAR VANDERBILT, MI C.B.(PHOTIC ZONE)",0.0033,,,,,,,,,,
newid022757,L4969,repo5,2007,,45.20667,-90.69806,"CHEQUAMEGON FLOWAGE -DEEP HOLE- NEAR GILMAN, WI",0.0289,0.096,,,,,,,,0.8,6.8
newid022758,L4965,repo5,2005,,45.21029,-83.72305,"SUNKEN LAKE NEAR POSEN, MI (PHOTIC ZONE)",0.044,,,,,,,,,,
newid022759,L9491,repo5,2016,,45.21664,-108.146,BL-18 Medicine Creek Canyon in Bighorn Lake,0.0016,,,,,,,,,,8.4
newid022760,L4956,repo5,2005,,45.21751,-83.48387,"LONG LAKE NEAR LEROY, MI (PHOTIC ZONE)",0.0019,,,,,,,,,,
newid022761,L4985,repo5,2005,,45.22946,-84.16334,"TOMAHAWK LAKE NEAR MILLERSBURG, MI (PHOTIC ZONE)",0.0062,,,,,,,,,,
newid022762,L5024,repo5,1994,,45.25303,-87.91927,"LAKE NOQUEBAY NEAR CRIVITZ, WI",0.0087,0.22,,,,,,,,3.2,8.4
newid022763,L5024,repo5,1992,,45.25303,-87.91927,"LAKE NOQUEBAY NEAR CRIVITZ, WI",0.0047,0.02,,,,,,,,4.2,8.4
newid022764,L5024,repo5,1988,,45.25303,-87.91927,"LAKE NOQUEBAY NEAR CRIVITZ, WI",0.007,0.017,,,,,,,,3.1,8.6
newid022765,L5024,repo5,1993,,45.25303,-87.91927,"LAKE NOQUEBAY NEAR CRIVITZ, WI",0.0059,0.022,,,,,,,,3,8.2
newid022766,L5024,repo5,1991,,45.25303,-87.91927,"LAKE NOQUEBAY NEAR CRIVITZ, WI",0.005,0.014,,,,,,,,3.5,8.5
newid022767,L5026,repo5,2005,,45.25529,-83.94944,"LAKE MAY NEAR HAWKS, MI (PHOTIC ZONE)",0.033,,,,,,,,,,
newid022768,L5022,repo5,2009,,45.25861,-83.99306,"EMMA LAKE NEAR HAWKS, MI (PHOTIC ZONE)",0.005,,,,,,,,,,
newid022769,L5024,repo5,1992,,45.26109,-87.88261,"LAKE NOQUEBAY EAST END NEAR CRIVITZ, WI",0.0047,0.113,,,,,,,,4.1,8.6
newid022770,L5024,repo5,1994,,45.26109,-87.88261,"LAKE NOQUEBAY EAST END NEAR CRIVITZ, WI",0.006,0.016,,,,,,,,2.9,8.4
newid022771,L5024,repo5,1991,,45.26109,-87.88261,"LAKE NOQUEBAY EAST END NEAR CRIVITZ, WI",0.028,0.012,,,,,,,,3.6,8.5
newid022772,L5024,repo5,1993,,45.26109,-87.88261,"LAKE NOQUEBAY EAST END NEAR CRIVITZ, WI",0.0074,0.019,,,,,,,,2.9,8.3
newid022773,L9231,repo5,2016,,45.26281,-108.0352,BL-5 Bighorn Lake 12km above dam,0.0026,,,,,,,,,,8.3
newid022774,L9231,repo5,2015,,45.26281,-108.0352,BL-5 Bighorn Lake 12km above dam,0.0094,,,,,,,,,,8.3
newid022775,L9231,repo5,2016,,45.26478,-107.9799,BL-19 Black Canyon in Bighorn Lake,0.002,,,,,,,,,,8.3
newid022776,L9232,repo5,2008,,45.26667,-84.96,"WALLOON LAKE SEB NR WALLOON LAKE, MI (PHOTIC ZONE)",0.0016,,,,,,,,,,
newid022777,L5039,repo5,2010,,45.26946,-84.63281,"SILVER LAKE NEAR WOLVERINE, MI (PHOTIC ZONE)",0.0011,,,,,,,,,,
newid022778,L5064,repo5,2010,,45.2839,-83.48637,"GRAND LAKE SB NR PRESQUE ISLE, MI (PHOTIC ZONE)",0.0021,,,,,,,,,,
newid022779,L9233,repo5,2003,,45.2864,-85.18479,"LAKE CHARLEVOIX NR CHARLEVOIX, MI (WB PHOTIC ZONE)",0.0011,,,,,,,,,,
newid022780,L5073,repo5,2005,,45.29112,-83.98695,"LAKE NETTIE NEAR MILLERSBURG, MI E.B.(PHOTIC ZONE)",0.0029,,,,,,,,,,
newid022781,L5062,repo5,2007,,45.29167,-92.62028,"PLEASANT LAKE -DEEP SPOT- NEAR OSCEOLA, WI",0.0023,0.013,,,,,,,,2.5,9.3
newid022782,L5065,repo5,2005,,45.29251,-83.96611,"LOST LAKE NEAR HAWKS, MI (PHOTIC ZONE)",0.0052,,,,,,,,,,
newid022783,L5064,repo5,2010,,45.29863,-83.51693,"GRAND LAKE WCB NR PRESQUE ISLE, MI (PHOTIC ZONE)",0.001,,,,,,,,,,
newid022784,L5073,repo5,2005,,45.30029,-83.99778,"LAKE NETTIE NEAR MILLERSBURG, MI W.B.(PHOTIC ZONE)",0.0036,,,,,,,,,,
newid022785,L9231,repo5,2016,,45.30086,-107.9645,BL-2 Bighorn Lake near Forebay,0.0018,,,,,,,,,,8.3
newid022786,L9231,repo5,2015,,45.30086,-107.9645,BL-2 Bighorn Lake near Forebay,0.0121,,,,,,,,,,8.7
newid022787,L5106,repo5,2007,,45.31472,-92.56278,"ROUND LAKE -DEEP HOLE- NEAR OSCEOLA, WI",0.0031,0.013,,,,,,,,3.95,8.7
newid022788,L9234,repo5,2015,,45.31525,-107.9251,BL-1 Afterbay below Yellowtail Dam,8.00E-04,,,,,,,,,,8.1
newid022789,L9234,repo5,2016,,45.31525,-107.9251,BL-1 Afterbay below Yellowtail Dam,3.00E-04,,,,,,,,,,7.9
newid022790,L5104,repo5,2009,,45.31833,-83.46944,"LAKE ESSAU NEAR PRESQUE ISLE, MI (PHOTIC ZONE)",0.0011,,,,,,,,,,
newid022791,L9235,repo5,2008,,45.31917,-85.18472,"SUSAN LAKE NEAR CHARLEVOIX, MI (PHOTIC ZONE)",0.0028,,,,,,,,,,
newid022792,L5115,repo5,2007,,45.31917,-92.42583,"WAPOGASSET LAKE -S. END DEEP HOLE- NEAR AMERY, WI",0.0374,0.064,,,,,,,,1.1,9.2
newid022793,L9232,repo5,2008,,45.32667,-85.0375,"WALLOON LAKE NWB NR WALLOON LAKE, MI (PHOTIC ZONE)",0.0013,,,,,,,,,,
newid022794,L5148,repo5,2007,,45.33472,-91.28611,"PULASKI LAKE -DEEP HOLE- NEAR BRUCE, WI",0.0024,0.012,,,,,,,,3.4,7.5
newid022795,L9236,repo5,1984,,45.34207,-119.5453,WILLOW CR RES. SITE 4 OR,0.008,,,,,,,,,2.4,8.8
newid022796,L9236,repo5,1986,,45.34346,-119.5372,WILLOW CR RES. SITE 2 OR,0.059,0.07,,,,,,,,2.2,9
newid022797,L9236,repo5,1985,,45.34346,-119.5372,WILLOW CR RES. SITE 2 OR,0.0308,0.24,,,,,,,,3.4,9.1
newid022798,L9236,repo5,1984,,45.34346,-119.5372,WILLOW CR RES. SITE 2 OR,0.0125,0.04,,,,,,,,3.7,8.9
newid022799,L9236,repo5,1984,,45.34596,-119.5434,WILLOW CR RES. SITE 3 OR,0.0132,0.84,,,,,,,,3.9,8.7
newid022800,L9236,repo5,1986,,45.34596,-119.5434,WILLOW CR RES. SITE 3 OR,0.12,0.34,,,,,,,,2.6,8.8
newid022801,L9236,repo5,1985,,45.34596,-119.5434,WILLOW CR RES. SITE 3 OR,0.033,0.35,,,,,,,,3.2,9
newid022802,L5171,repo5,2007,,45.3525,-89.47222,"ECHO LAKE -DEEP HOLE- NEAR GLEASON, WI",0.0027,,,,,,,,,,5.4
newid022803,L9237,repo5,1975,,45.36791,-118.5525,INDIAN LAKE SITE 2 (UMATILLA COUNTY) OREG.,0.0057,,,,,,,,,,7.6
newid022804,L9238,repo5,2010,,45.39612,-84.76949,"PICKEREL LAKE NEAR ALANSON, MI (PHOTIC ZONE)",0.0034,,,,,,,,,,
newid022805,L9239,repo5,2010,,45.40501,-84.89033,"ROUND LAKE NEAR CONWAY, MI (PHOTIC ZONE)",0.0055,,,,,,,,,,
newid022806,L5252,repo5,2005,,45.41473,-84.83449,"CROOKED LAKE NEAR CONWAY, MI (PHOTIC ZONE)",0.0026,,,,,,,,,,
newid022807,L5318,repo5,2010,,45.41807,-84.65004,"BURT LAKE SCB NEAR INDIAN RIVER, MI (PHOTIC ZONE)",0.0019,,,,,,,,,,
newid022808,L5266,repo5,2007,,45.42,-87.83778,"LONG LAKE NEAR KELLS, MI (PHOTIC ZONE)",0.0054,,,,,,,,,,
newid022809,L9240,repo5,2007,,45.43806,-88.94944,"ROLLING STONE LAKE -DEEP HOLE- NEAR PICKEREL, WI",0.0277,0.039,,,,,,,,0.58,9.4
newid022810,L5288,repo5,1974,,45.44274,-97.26703,123N53W11CCC R,0.0239,0.04,,,,,,,,2.2352,8.9
newid022811,L5288,repo5,1974,,45.44468,-97.24897,123N53W11DDA R,0.0134,0.037,,,,,,,,1.2192,8.9
newid022812,L5314,repo5,2005,,45.45779,-84.27613,"BLACK LAKE NEAR ONAWAY, MI (PHOTIC ZONE)",0.0025,,,,,,,,,,
newid022813,L9241,repo5,1994,,45.46496,-92.39547,"BALSAM LAKE OFF ROCK ISLAND NEAR BALSAM LAKE, WI",0.015,0.028,,,,,,,,4.9,8.8
